location,merged_location_names,latitude,longitude,count,address
Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,49.1018534,8.4331202,19,"Karlsruher Institut für Technologie, Ehingen (Donau), Gemeindeverwaltungsverband Ehingen (Donau), Alb-Donau-Kreis, Baden-Württemberg, 89584, Deutschland"
Tecnológico de Monterrey,Instituto Politécnico Nacional; Instituto Politécnico Nacional; Tecnológico de Monterrey; Tecnologico de Monterrey; Universidad autonoma de Mexico,20.677378519999998,-105.22261644,18,"Instituto Politécnico Nacional, Puerto Vallarta, Región Costa Norte, Jalisco, 48300, México, Tecnologico de Monterrey, Puerto Vallarta, Región Costa Norte, Jalisco, 48300, México, Universidad Autonoma de México, Puerto Vallarta, Región Costa Norte, Jalisco, 48300, México"
KTH Royal Institute of Technology,KTH Royal Institute of Technology,59.2016758,17.6203201,18,"KTH - Royal Institute of Technology (Södertälje), 12, Kvarnbergagatan, Tälje, Södertälje, Södertälje kommun, Stockholms län, 151 36, Sverige"
Stellenbosch University,Stellenbosch University,-33.9326212,18.8650551,17,"Stellenbosch University, Andringa Street, Stellenbosch Ward 9, Stellenbosch, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7599, South Africa"
Graz University of Technology,Graz University of Technology; TU Graz; Anton Paar Gmbh,47.0494299,15.441566266666667,17,"Anton Paar GmbH, 20, Anton-Paar-Straße, Webling, Straßgang, Graz, Steiermark, 8054, Österreich, Technische Universität Graz, Nibelungengasse, Herz-Jesu-Viertel, Sankt Leonhard, Graz, Steiermark, 8010, Österreich"
State University of New York Environmental Science,State University of New York Environmental Science and Forestry; Syracuse University; State University of New York Environmental Science; State University of New York College of Environmental Science and Forestry; SUNY ESF,43.03120034,-76.1321552,17,"State University of New York College of Environmental Science and Forestry, 1, Forestry Drive, University Hill, City of Syracuse, Onondaga County, New York, 13210, United States, Syracuse University, Salt Springs Road, Salt Springs, City of Syracuse, Onondaga County, New York, 13210, United States"
Louisiana Tech University,Louisiana Tech University,32.526106,-92.6481217,16,"Louisiana Tech University, 305, Wisteria Street, Ward 1, Ruston, Lincoln Parish, Louisiana, 71272, United States"
University of Louisville,University of Louisville; Clariant,38.19373075,-85.75322835,16,"Clariant, Louisville, Jefferson County, Kentucky, United States, University of Louisville, 2301, South 3rd Street, Louisville, Jefferson County, Kentucky, 40292, United States"
APC Ltd,APC Ltd; APC Ltd.,16.8497417,96.0796153,16,"APC Intertrade Co.,Ltd, Knaungminthargyi Road, လှိုင်သာယာ (အရှေ့ပိုင်း), အင်းစိန်ခရိုင်, ညောင်ရွာ, ရန်ကုန်မြို့, ရန်ကုန်တိုင်းဒေသကြီး, 20202, မြန်မာ"
East China University of Science and Technology,East China University of Science and Technology; East China University of Science & Technology; East China University Of Science and Technology,31.145271500000003,121.42105243333333,15,"华东理工大学, 老沪闵路, 长桥, 凌云路街道, 徐汇区, 上海市, 200237, 中国, 华东理工大学（徐汇校区）, 石龙路, 长桥街道, 徐汇区, 上海市, 200237, 中国"
Utah State University,Utah State University,41.7526959,-111.808733,15,"Utah State University, 1950 North, North Logan, Cache County, Utah, 84341, United States"
Merck & Co.,Merck & Co.; Electric Power Research Institute,35.3243885,-80.76610554999999,15,"Electric Power Research Institute, Epri Drive, University Research Park, University City, Charlotte, Mecklenburg County, North Carolina, 28262, United States, Merck & Co, Treble Court, Aria At The Park, University City, Charlotte, Mecklenburg County, North Carolina, 28269, United States"
University of New Hampshire,University of New Hampshire,43.1350987,-70.9462079,15,"University of New Hampshire, 105, Main Street, Durham Historic District, Durham, Strafford County, New Hampshire, 03824, United States"
Hankyong National University,Hankyong National University,37.0117775,127.2634692,15,"국립한경대학교, 327, 중앙로, 아양동, 안성시, 17578, 대한민국"
Yokohama National University,Yokohama National University,35.4737978,139.5900454,15,"横浜国立大学, 横浜新道, 岡沢町, 保土ヶ谷区, 横浜市, 神奈川県, 231-0017, 日本"
University of Maine,University of Maine,44.9015188,-68.6617222,15,"University of Maine, 168, College Avenue, Webster, Orono, Penobscot County, Maine, 04469, United States"
The University of Melbourne,Monash University; The University of Melbourne; Swinburne Univ of Technology; the University of Melbourne,-37.7991808,144.9800356,15,"Monash University, Walker Street, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia, Swinburne University of Technology (Hawthorn Campus), John Street, Glenferrie, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia, The University of Melbourne, Parkville Campus, Cardigan Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia"
Genentech,Genentech,38.3901767,-121.9482113,15,"Genentech, Vacaville, Solano County, California, United States"
University of Liege,University of Liege; University of Liège,50.6368602,5.5624252,15,"HEC Liège, 14, Rue Louvrex, Avroy, Angleur, Liège, Wallonie, 4000, België / Belgique / Belgien"
The University of Toledo,The University of Toledo; University of Toledo,41.6582432,-83.6147873,14,"The University of Toledo, 2801, Univeristy Hills Sidepath, University Hills, Toledo, Lucas County, Ohio, 43606, United States"
University of Mississippi,University of Mississippi,34.3646125,-89.5396349,14,"University of Mississippi, Washington Avenue Extension, Oxford, Lafayette County, Mississippi, 38677, United States"
Montana State University,Montana State University,45.6638859,-111.079287,14,"Montana State University, 100, Stucky Road, The Arrow Townhomes & Flats, Bozeman, Gallatin County, Montana, 59715, United States"
Tohoku University,Tohoku University,38.2581115,140.8360434,14,"東北大学 青葉山北キャンパス, 3, 青葉区, 仙台市, 宮城県, 980-8578, 日本"
Canakkale Onsekiz Mart Univ,Canakkale Onsekiz Mart Univ; Canakkale Onsekiz Mart University,40.1120066,26.4214648,14,"Çanakkale Onsekiz Mart Üniversitesi, Bağ Sokak, Barbaros Mahallesi, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, 17020, Türkiye"
Clarkson University,Clarkson University,44.6595887,-75.0062397,14,"Clarkson University, Bayside Cemetery, Village of Potsdam, Town of Potsdam, Saint Lawrence County, New York, 13699, United States"
University of Oxford,University of Oxford,51.752,-1.2577,14,"University of Mississippi, Washington Avenue Extension, Oxford, Lafayette County, Mississippi, 38677, United States"
"University of Puerto Rico, Mayaguez","University of Puerto Rico - Mayagüez; University of Puerto Rico, Mayaguez; University of Puerto Rico, Mayagüez; University of Puerto Rico at Mayaguez; University of Puerto Rico at Mayagüez; University of Puerto Rico-Mayaguez",18.2137084,-67.14489083333332,13,"Universidad de Puerto Rico - Recinto Universitario de Mayagüez, Paseo Robles, Miradero, Mayagüez, Puerto Rico, 00682, United States, University Plaza, Barrio Pueblo, Mayagüez, Puerto Rico, United States"
University of Gothenburg,Chalmers University of Technology; PowerCell; University of Gothenburg,57.69796686666666,11.944211333333334,13,"Chalmers Tekniska Högskola, Lilla Drottninggatan, Nordstaden, Inom Vallgraven, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 411 08, Sverige, Göteborgs universitet, 5, Universitetsplatsen, Vasastaden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 411 24, Sverige, Powercell group, 8, Ruskvädersgatan, Biskopsgårdens industriområde, Södra Biskopsgården, Hisingen, Göteborg, Göteborgs Stad, Västra Götalands län, 418 34, Sverige"
Indiana University,Indiana University,39.1802358,-86.5093526,13,"Indiana University Bloomington, South Clarizz Boulevard, Bloomington, Monroe County, Indiana, 47407, United States"
University of Arizona,University of Arizona; UofA,32.23664585,-110.95234075,13,"University of Arizona, West Drachman Street, Tucson, Pima County, Arizona, 85721, United States, UofA Lot 1157, East Helen Street, North University, Tucson, Pima County, Arizona, 85721, United States"
The University of Southern Mississippi,The University of Southern Mississippi,30.3528503,-89.1377831,13,"The University of Southern Mississippi Gulf Park Campus, 730, East Beach Boulevard, Long Beach, Harrison County, Mississippi, 39560, United States"
Savannah River National Laboratory,Savannah River National Laboratory; SRNL,33.3447893,-81.73874705,13,"SRNL Badge Office, State Highway 1, Jackson, Aiken County, South Carolina, United States, Savannah River National Laboratory, Aiken County, South Carolina, United States"
Beijing University of Chemical Technology,Beijing University of Chemical Technology,40.2525863,116.1437701,13,"北京化工大学(昌平校区), 29号, 南涧路, 南口镇, 昌平区, 北京市, 102202, 中国"
Shenzhen University,Shenzhen University,22.5359022,113.9314749,13,"深圳大学(粤海校区), 3688, 南海大道, 大汪山社区, 南头街道, 南山区, 深圳市, 广东省, 518060, 中国"
Nihon University,Nihon University; Waseda University,35.7031676,139.74115154999998,13,"日本大学, お茶の水仲通り, 神田駿河台四丁目, 神田駿河台, 千代田区, 東京都, 102-0000, 日本, 早稲田大学早稲田キャンパス, 1, 西早稲田一丁目, 西早稲田, 新宿区, 東京都, 169-8050, 日本"
Gilead Sciences,Université de Lorraine; Gilead Sciences; UCB Pharma; CNRS,48.85183275,2.2433118,12,"CNRS, 3, Rue Michel-Ange, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, France métropolitaine, 75016, France, Gilead Sciences, Quai Georges Gorse, Rives de Seine, Boulogne-Billancourt, Hauts-de-Seine, France métropolitaine, 92100, France, Lorraine, Allée de Gascogne, Quartier de l'Université, Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92000, France, UCB Pharma, Avenue Le Jour-Se-Lève, Point du Jour, Boulogne-Billancourt, Hauts-de-Seine, France métropolitaine, 92100, France"
The University of Texas at Tyler,The University of Texas at Tyler; University of Texas at Tyler,32.3163078,-95.2536994,12,"The University of Texas at Tyler, 3900, University Boulevard, Tyler, Smith County, Texas, 75799, United States"
University of Surrey,University of Surrey,51.2430782,-0.5900545,12,"University of Surrey, School Meadow, Worplesdon, Fairlands, Guildford, Surrey, England, GU2 7XH, United Kingdom"
Corteva Agriscience,Corteva Agriscience,41.6704889,-93.715464,12,"Corteva Agriscience, Johnston, Polk County, Iowa, United States"
Duke University,Duke University,36.0001557,-78.9442297,12,"Duke University, West Pettigrew Street, Durham, Durham County, North Carolina, 27708, United States"
University of Pretoria,University of South Africa; Department of Energy; University of Pretoria; Environmental Division,-25.73856225,28.198362799999998,12,"Department of Energy, 192, Visagie Street, Salvokop, Tshwane Ward 60, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa, Environmental Management Division, Es'kia Mphahlele Drive, Parktown, Tshwane Ward 1, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0182, South Africa, University of Pretoria, 23, Lynnwood Road, Baileys Muckleneuk, Tshwane Ward 56, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0028, South Africa, University of South Africa, Nana Sita Street, Pretoria Central, Tshwane Ward 80, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0002, South Africa"
IIT Kanpur,IIT Kanpur; Indian Institute of Technology Kanpur,26.512743999999998,80.23469215,12,"IIT Kanpur, NH34, कानपुर, Kanpur Nagar, Uttar Pradesh, 208016, India, Indian Institute of Technology Kanpur, Hall 4 - Hall 7 Cross, कानपुर, Kanpur Nagar, Uttar Pradesh, 208016, India"
University of Queensland,"University of Queensland; The University of Queensland, Australia; The University of Queensland; Queensland University of Technology",-27.508793400000002,153.02560985,12,"Griffith University Mount Gravatt Campus (Queensland Institute of Business and Technology), Pacific Motorway, Mount Gravatt, Greater Brisbane, Queensland, 4122, Australia, The University of Queensland, UQ Lakes Walkway, St Lucia, Greater Brisbane, Queensland, 4067, Australia, University of Queensland, Chancellors Place, St Lucia, Greater Brisbane, Queensland, 4067, Australia"
Boise State University,Boise State University,43.6032821,-116.19941,12,"Boise State University, Vietnam Veterans Memorial Highway, Boise, Ada County, Idaho, 83705, United States"
Technical University of Denmark,Technical University of Denmark,55.7854145,12.5202151,12,"Danmarks Tekniske Universitet, Gyrithe Lemches Vej, Lundtofte, Kongens Lyngby, Lyngby-Taarbæk Kommune, Region Hovedstaden, 2800, Danmark"
National Technical University of Athens,National Technical University of Athens; Department of Biology,37.977380100000005,23.7590529,12,"Department of Biology, Καίσαρα Αλεξοπούλου, Ζωγράφου, Δήμος Ζωγράφου, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 157 80, Ελλάς, Εθνικό Μετσόβιο Πολυτεχνείο, Μπουμπουλίνας, Μουσείο, 1η Κοινότητα Αθηνών, Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 106 82, Ελλάς"
Universidade De Lisboa,"Hovione; Universidade De Lisboa; Instituto Superior Técnico, Universidade de Lisboa; University of Lisbon; SLB",38.7672092,-9.16304826,12,"Estádio do Sport Lisboa e Benfica, Avenida Lusíada, São Domingos de Benfica, Lisboa, 1500-313, Portugal, Hovione, Estradão do DDT, Milharada, Sete Casas, Loures, Lisboa, 2670-350, Portugal, Instituto Superior Técnico, 1, Avenida Rovisco Pais, Saldanha, Arroios, Lisboa, 1049-001, Portugal, Universidade de Lisboa - Cidade Universitária, Avenida Professor Gama Pinto, Campo Grande, Alvalade, Lisboa, 1649-028, Portugal"
Prairie View A&M University,Prairie View A & M University; Prairie View A&M University; PVAMU,30.0960954,-95.9870007,12,"Prairie View A&M University, 700, Sandra Bland Parkway, Prairie View, Waller County, Texas, 77446, United States"
Missouri University of Science and Technology,"Missouri University of Science and Technology, 65409; Missouri University of Science & Technology; Missouri University of Science and Technology",37.9532435,-91.7742667,11,"Missouri University of Science and Technology, North Pine Street, Rolla, Phelps County, Missouri, 65409, United States"
Ohio University,Ohio University; OHIO UNIVERSITY,39.3241782,-82.1015648,11,"Ohio University, Richland Avenue, La Mar Heights, Athens, Athens Township, Athens County, Ohio, 45701, United States"
Liberty University,Liberty University,37.3539466,-79.1531533,11,"Liberty University, 1971, University Boulevard, Lynchburg, Virginia, 24515, United States"
"California State Polytechnic University, Pomona","Cal Poly Pomona; California State Polytechnic University, Pomona; California State Polytechnic University",34.0556686,-117.8239282,11,"California State Polytechnic University, Pomona, 3801, Temple Avenue, Pomona, Los Angeles County, California, 91768, United States"
The University of Manchester,The University of Manchester,51.5723682,-1.3114537,11,"The University of Manchester at Harwell, R73, Road Seven, Chilton Fields, Chilton, Vale of White Horse, Oxfordshire, England, OX11 0DE, United Kingdom"
Technion Israel Institute of Technology,Technion - Israel Institute of Technology; Technion-Israel Institute of Technology; Israel institute of Technology Technion; Technion Israel Institute of Technology,32.7768128,35.0225446,11,"הטכניון - מכון טכנולוגי לישראל, קו 300, קרית הטכניון, רובע רמות נווה שאנן, חיפה, נפת חיפה, מחוז חיפה, 3498825, ישראל"
Queen's University,Queen's University; Queen's university,54.5847533,-5.936566,11,"Queen's University, University Road, Queen's Quarter, Belfast, Belfast City District, County Antrim, Northern Ireland / Tuaisceart Éireann, BT7 1NZ, United Kingdom"
University of Wyoming,University of Wyoming,41.314986,-105.5643222,11,"University of Wyoming, 1000, East University Avenue, Downtown Laramie, Laramie, Albany County, Wyoming, 82071, United States"
University of Patras,University of Patras,38.2869279,21.7851062,11,"Πανεπιστημιούπολη Πατρών, Διοδώρου, 1η Κοινότητα Πατρών - Αρκτικός Τομέας, Δημοτική Ενότητα Πατρέων, Δήμος Πατρέων, Περιφερειακή Ενότητα Αχαΐας, Περιφέρεια Δυτικής Ελλάδας, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, 264 43, Ελλάς"
University of Calgary,University of Calgary; The University of Calgary,51.0766289,-114.1285493,11,"The Atrium, University of Calgary, Calgary, Alberta, Canada, University of Calgary, Calgary, Alberta, Canada"
Amgen,Amgen,23.0726689,72.5941167,11,"AMGEN, Sabarmati, SabarmatiTaluka, Ahmedabad, Gujarat, India"
Warsaw University of Technology,Warsaw University of Technology; Polish Academy of Sciences,52.2297165,21.0127888,11,"Politechnika Warszawska, 1, Plac Politechniki, Koszyki, Śródmieście Południowe, Śródmieście, Warszawa, województwo mazowieckie, 00-661, Polska, Polska Akademia Nauk, 72, Nowy Świat, Centrum, Śródmieście Północne, Śródmieście, Warszawa, województwo mazowieckie, 00-330, Polska"
University of Salamanca,University of Salamanca,45.9455202,-66.6401861,11,"University of New Brunswick, Rue Grey Street, Town Plat, Downtown, City of Fredericton, York County, New Brunswick, E3B 5H5, Canada"
Manchester Metropolitan University,Agilent Technologies; University of Manchester; Manchester Metropolitan University,53.43878743333334,-2.2311935,10,"Agilent Technologies, Lakeside, Cheadle Royal Business Park, Cheadle, Stockport, Greater Manchester, England, SK8 3GR, United Kingdom, Grosvenor West, Grosvenor Square, First Street, Hulme, Manchester, Greater Manchester, England, M15 6BH, United Kingdom, University of Manchester, Oxford Road, Victoria Park, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9PL, United Kingdom"
Northumbria University,Northumbria university; Northumbria University; Northumbria Uni; Newcastle University,54.979120575,-1.6109001250000001,10,"Newcastle University, Alley Number 2, Grainger Town, Newcastle upon Tyne, Tyne and Wear, North East, England, NE1 5AW, United Kingdom, Northumbria University, Sandyford Road, Haymarket, Newcastle upon Tyne, Tyne and Wear, North East, England, NE1 8PS, United Kingdom"
South Dakota State University,South Dakota State University; South Dakota state university,44.344449,-96.7982371,10,"South Dakota State University, 25th Avenue, Brookings, Aurora Township, Brookings County, South Dakota, 57007, United States"
KU Leuven,KU Leuven,50.8057128,3.2915374,10,"KU Leuven Kulak, Etienne Sabbelaan, Kortrijk, West-Vlaanderen, 8500, België / Belgique / Belgien"
IFF,IFF,-29.6934704,-53.7929766,10,"Instituto Federal Farroupilha - Reitoria, 195, Alameda Santiago do Chile, Nossa Senhora das Dores, Sede, Santa Maria, Região Geográfica Imediata de Santa Maria, Região Geográfica Intermediária de Santa Maria, Rio Grande do Sul, Região Sul, 97050-685, Brasil"
Durban University of Technology South Africa,Durban University of Technology South Africa; Durban University of Technology,-29.6458441,30.3501321,10,"Durban University of Technology Indumiso Campus, F.J. Sithole Road, Slangspruit, Msunduzi Ward 19, Pietermaritzburg, Msunduzi Local Municipality, uMgungundlovu District Municipality, KwaZulu-Natal, South Africa"
Institution,Institution; The Australian National University,0.3120733,32.58589165,10,"Consulate of the Commonwealth of Australia, 40, Kyadondo Road, Nakasero, Central, Kampala Capital City, Kampala, Central Region, Uganda, Institution, Kampala, Central Region, Uganda"
National Institute for Public Health and the Environment,National Institute for Public Health and the Environment; Utrecht University,52.1009638,5.1684496,10,"Rijksinstituut voor Volksgezondheid en Milieu, 9, Antonie van Leeuwenhoeklaan, Bilthoven, De Bilt, Utrecht, Nederland, 3721 MA, Nederland, University College Utrecht, 1, Campusplein, Galgenwaard E.o., Wilhelminapark, Rijnsweerd, Oost, Utrecht, Nederland, 3584 ED, Nederland"
University of Limerick,"University of Limerick; Bernal Institute, University of Limerick",52.67356865,-8.56909645,9,"Bernal Institute, University of Limerick, Sreelane, Castletroy, Ballysimon ED, The Metropolitan District of Limerick City, Limerick, County Limerick, Munster, V94 NX93, Éire / Ireland, University of Limerick, Milford Road, Castletroy, Ballysimon ED, The Metropolitan District of Limerick City, Limerick, County Limerick, Munster, V94 NX93, Éire / Ireland"
University of Tulsa,University of Tulsa,36.1523306,-95.9459602,9,"University of Tulsa, East 8th Street, Kendall-Whittier, Tulsa, Tulsa County, Oklahoma, 74104, United States"
Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,49.4583219,11.08546,9,"Friedrich-Alexander-Universität Erlangen-Nürnberg Wirtschafts- und Sozialwissenschaftliche Fakultät, Innerer Laufer Platz, Altstadt, St. Sebald, Sebald, Nürnberg, Bayern, 90403, Deutschland"
Universidad de las Americas Puebla,Universidad de las Americas Puebla; Universidad de las Américas Puebla,19.0544632,-98.284968,9,"Universidad de las Américas Puebla, Andador Poniente, San Andrés Cholula, Puebla, 72810, México"
National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University; Industrial Technology Research Institute; National Tsing Hua University,24.784218199999998,121.01173493333333,9,"國立清華大學, 101, 光復路二段, 軍功里, 東區, 新竹市, 300044, 臺灣, 國立陽明交通大學, 1001, 大學路, 光明里, 東區, 新竹市, 30010, 臺灣, 工業技術研究院, 195, 中興路四段, 石碑, 頭重里, 竹東鎮, 新竹縣, 31061, 臺灣"
BASF,BASF,51.3623782,4.2771851,9,"BASF Antwerpen nv, 600, Scheldelaan, Zandvliet, Berendrecht-Zandvliet-Lillo, Antwerpen, 2040, België / Belgique / Belgien"
Natural Resources Canada,National Research Council Canada; University of Ottawa; Natural Resources Canada,45.424719399999994,-75.6372981,9,"National Research Council, 1191, Rideau-Rockcliffe, Ottawa, Eastern Ontario, Ontario, Canada, Natural Resources Canada, 2464, Sheffield Road, Sheffield Glen, Alta Vista, Ottawa, Eastern Ontario, Ontario, K1B 1A4, Canada, University of Ottawa, 75, Laurier Avenue East, Byward Market, Sandy Hill, Rideau-Vanier, Ottawa, Eastern Ontario, Ontario, K1N 6N5, Canada"
Mathworks,Mathworks; MathWorks,42.3000136,-71.350891,9,"MathWorks, Natick, Middlesex County, Massachusetts, United States"
DuPont,DuPont; Dupont,47.0990689,-122.637546,9,"DuPont, Pierce County, Washington, 98327, United States"
University of vermont,University of vermont; University of Vermont,44.4737365,-73.1941468,9,"University of Vermont, North Prospect Street, Burlington, Chittenden County, Vermont, 05401, United States"
University of Chemistry and Technology in Prague,University of Chemistry and Technology in Prague; University of Chemistry and Technology Prague,50.102222,14.39063,9,"Vysoká škola chemicko-technologická v Praze, Thákurova, Dejvice, Praha, obvod Praha 6, Hlavní město Praha, Praha, 162 01, Česko"
National Taiwan University,National Taiwan University; Soochow University,25.05578835,121.54194385,9,"國立臺灣大學, 1, 羅斯福路四段, 水源里, 中正區, 公館, 臺北市, 106319, 臺灣, 東吳大學, 70, 臨溪路, 福林里, 士林區, 石角, 臺北市, 111, 臺灣"
Dartmouth College,Dartmouth College; Ansys,43.69147315,-72.2763655,9,"Ansys, 10, Cavendish Court, Centerra, Lebanon, Grafton County, New Hampshire, 03766, United States, Dartmouth College, River Road, Norwich, Windsor County, Vermont, 03755, United States"
Sanofi,Sanofi,47.4296449,0.6951806,9,"Sanofi, Douets Milletière, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, France"
University of São Paulo,University of São Paulo; Universidade de São Paulo; Sao Paulo State University (UNESP),-23.550206033333335,-46.70192036666666,9,"Núcleo de Computação Científica da UNESP, 271 Bloco II  - Térreo, Rua Doutor Bento Teobaldo Ferraz, Barra Funda, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01140-070, Brasil, Universidade de São Paulo (Portaria 1), Avenida Afrânio Peixoto, Butantã, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05507-000, Brasil, Universidade de São Paulo - Cidade Universitária Armando de Salles Oliveira, Rua Maria Emília Leonel, Caxingui, Butantã, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05580-010, Brasil"
UNIV OF ALABAMA BIRMINGHAM,UNIV OF ALABAMA BIRMINGHAM; University of Alabama at Birmingham,33.5016153,-86.8060476,9,"University of Alabama at Birmingham, 1720, University Boulevard, Five Points South, Birmingham, Jefferson County, Alabama, 35294, United States"
Texas A&M University-Kingsville,"Texas A&M University - Kingsville; Texas A&M University-Kingsville; Texas A&M University,Kingsville",27.5279817,-97.8836721,8,"Texas A&M University-Kingsville, West I Avenue, Kingsville, Kleberg County, Texas, 78363, United States"
University of British Columbia,University of British Columbia,49.2578915,-123.2429755,8,"University of British Columbia, Electoral Area A, Metro Vancouver Regional District, British Columbia, Canada"
University of Leeds,University of Leeds,53.8057925,-1.555111,8,"University of Leeds, Claremont Grove, Little Woodhouse, Woodhouse, Leeds, West Yorkshire, England, LS3 1AX, United Kingdom"
Colorado State University,Colorado State University,40.5706567,-105.0853995,8,"Colorado State University, Jefferson Street, Buckingham, Fort Collins, Larimer County, Colorado, 80523, United States"
UCTM,UCTM; University of Chemical Technology and Metallurgy,42.6587444,23.3571228,8,"Химикотехнологичен и металургичен университет, 8, бул. Свети Климент Охридски, ж.к. Студентски град, София, Студентски, Столична, София-град, 1756, България"
Central Michigan University,Central Michigan University,43.58355,-84.7746308,8,"Central Michigan University, 1200, South Franklin Street, Mount Pleasant, Isabella County, Michigan, 48858, United States"
Kongju National University,Kongju National University,36.8517528,127.1510574,8,"공주대학교 천안캠퍼스, 1223-24, 천안대로, 신당동, 서북구, 천안시, 충청남도, 31080, 대한민국"
National Cheng Kung University,National Cheng Kung University,22.999099,120.2162295,8,"國立成功大學, 1, 大學路, 大學里, 東區, 臺南市, 70101, 臺灣"
FAMU-FSU College of Engineering,FAMU-FSU College of Engineering; FAMU; Florida State University,30.428374766666664,-84.3011659,8,"FAMU-FSU College of Engineering, Pottsdamer Street, Tallahassee, Leon County, Florida, 32310, United States, Florida A&M University, 1601, Capital Cascades Trail, All Saints, Tallahassee, Leon County, Florida, 32307, United States, Florida State University, 600, West College Avenue, College Town, Tallahassee, Leon County, Florida, 32306, United States"
FEI,FEI,45.7647019,8.2499183,8,"Fei, Quarona, Cellio con Breia, Vercelli, Piemonte, 13017, Italia"
Southern Illinois University Edwardsville,Southern Illinois University Edwardsville,38.7941616,-90.0002789,8,"Southern Illinois University Edwardsville, 1, Hairpin Drive, Edwardsville, Madison County, Illinois, 62026, United States"
ExxonMobil,ExxonMobil,51.2480381,4.3478222,8,"ExxonMobil, Antwerpen, Vlaanderen, 2030, België / Belgique / Belgien"
Universidad de Guanajuato,Universidad de Guanajuato,28.6984944,-106.1339119,8,"Universidad de Guanajuato, Chihuahua, Municipio de Chihuahua, Chihuahua, 31125, México"
Widener University,Widener University,39.8606395,-75.3565932,8,"Widener University, 1, Providence Avenue, Chester, Delaware County, Pennsylvania, 19013, United States"
Indian Institute of Science,Indian Institute of Science,13.0222347,77.5671832,8,"Indian Institute of Science, CV Raman Road, Milk Colony, Malleswaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560012, India"
"University of California, Merced","University of California, Merced",37.365182,-120.4225275,8,"University of California, Merced, 5200, University Avenue, Merced, Merced County, California, 95343, United States"
Stockholm University,Stockholm University; Karolinska Institutet; TELLUS,59.3398917,18.032752633333335,8,"Karolinska Institutet, Visionsgatan, Solna Kyrkby, Solna, Solna kommun, Stockholms län, 171 76, Sverige, Stockholms universitet, Lilla Frescativägen, Frescati, Norra Djurgården, Norra innerstadens stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 114 18, Sverige, Tellus, Vattenledningsvägen, Midsommarkransen, Hägersten-Älvsjö stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 126 35, Sverige"
South China University of Technology,South China University of Technology,23.160342,113.3372426,8,"华南理工大学(五山校区), 华农华山路, 玉泉山庄, 五山街道, 天河区, 广州市, 广东省, 510642, 中国"
École Normale Superieure de Lyon,École Normale Superieure de Lyon; Université de Lyon,45.7297811,4.8265819,8,"École Normale Supérieure de Lyon - Site Jacques Monod, Allée d'Italie, Le Bon Lait, Gerland, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France"
Nagoya University,Nagoya University,35.1533086,136.9677806,8,"名古屋大学, 千代保稲荷神社境内, 園山町一丁目, 千種区, 名古屋市, 愛知県, 464-8601, 日本"
Korea University,Korea University,36.6108894,127.2934174,8,"고려대학교, 세종로, 조치원읍, 세종특별자치시, 30017, 대한민국"
Technical University of Munich,Technical University of Munich; Technical University of Munich (TUM),48.2654976,11.6692249,8,"Technische Universität München, Boltzmannstraße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland"
