affil_norm,suggested_loc_key,score,geocoded_label
polytechnic institute of bragança,worcester polytechnic institute,0.65625,Worcester Polytechnic Institute
polytechnic institute of bragança,rensselaer polytechnic institute,0.6461538461538462,Rensselaer Polytechnic Institute
polytechnic institute of bragança,caltech institute of technology,0.625,Caltech Institute of Technology
polytechnic university of puerto rico,technical university of munich,0.746268656716418,Technical University of Munich
polytechnic university of puerto rico,technical university of denmark,0.7058823529411765,Technical University of Denmark
polytechnic university of puerto rico,china university of petroleum,0.6060606060606061,China University of Petroleum
polytechnic university of puerto rico,"university of puerto rico, mayaguez",0.6944444444444444,"University of Puerto Rico, Mayaguez"
polytechnic university of puerto rico,university of pretoria,0.6779661016949152,University of Pretoria
pontifical catholic university of rio grande do sul,universidade federal do rio grande do sul,0.6086956521739131,Universidade Federal do Rio Grande do Sul
port sunlight laboratory,oak ridge national laboratory,0.6037735849056604,Oak Ridge National Laboratory
postech,koreatech,0.625,KOREATECH
poznań university of medical sciences,soka university of america,0.6984126984126984,Soka University of America
poznań university of medical sciences,university of maine,0.5714285714285714,University of Maine
poznań university of medical sciences,poznan university of technology,0.6764705882352942,Poznan University of Technology
poznań university of medical sciences,university of texas medical branch,0.676056338028169,University of Texas Medical Branch
poznań university of medical sciences,the university of maine,0.5666666666666667,The University of Maine
procter and gamble technical centre,procter and gamble co.,0.7017543859649122,Procter and Gamble Co.
procter and gamble technical centre,procter and gamble,0.6792452830188679,Procter & Gamble
procter and gamble technical centre,"procter and gamble, mason, oh",0.625,"Procter & Gamble, Mason, OH"
purdue university institute of cancer research,the university of manchester,0.5675675675675675,The University of Manchester
purdue university institute of cancer research,tata institute of fundamental research,0.6190476190476191,Tata Institute of Fundamental Research
qingyuan innovation laboratory,idaho national laboratory,0.6545454545454545,Idaho National Laboratory
qingyuan innovation laboratory,brookhaven national laboratory,0.6666666666666666,Brookhaven National Laboratory
qingyuan innovation laboratory,argonne national laboratory,0.6666666666666666,Argonne National Laboratory
qingyuan innovation laboratory,sandia national laboratories,0.6551724137931034,Sandia National Laboratories
qingyuan innovation laboratory,savannah river national laboratory,0.65625,Savannah River National Laboratory
queenmary university of london,university of wollongong,0.7037037037037037,University of Wollongong
queenmary university of london,the university of toledo,0.7037037037037037,The University of Toledo
queenmary university of london,brunel university london,0.7407407407407407,Brunel University London
queenmary university of london,queens university,0.6808510638297872,Queen's University
queenmary university of london,the university of tokyo,0.6792452830188679,The University of Tokyo
queensland university of technology,poznan university of technology,0.8484848484848485,Poznan University of Technology
queensland university of technology,dalian university of technology,0.8484848484848485,Dalian University of Technology
queensland university of technology,national university of technology,0.7941176470588235,National University of Technology
queensland university of technology,graz university of technology,0.8125,Graz University of Technology
queensland university of technology,eindhoven university of technology,0.8115942028985508,Eindhoven University of Technology
rajiv gandhi institute of petroleum technology,korea institute of energy technology,0.7073170731707317,Korea Institute of Energy Technology
rajiv gandhi institute of petroleum technology,florida institute of technology,0.6753246753246753,Florida Institute of Technology
rajiv gandhi institute of petroleum technology,siddaganga institute of technology,0.7,Siddaganga Institute of Technology
rajiv gandhi institute of petroleum technology,korea institute of industrial technology,0.6976744186046512,Korea Institute of Industrial Technology
rajiv gandhi institute of petroleum technology,izmir institute of technology,0.6666666666666666,Izmir Institute of Technology
rcpe gmbh,evon gmbh,0.6666666666666666,evon GmbH
reelement technologies llc,freeman technology,0.6818181818181818,Freeman Technology
rice,riken,0.6666666666666666,Riken
rice,aiche,0.6666666666666666,AIChE
rite,riken,0.6666666666666666,Riken
robinson research institute,rensselaer polytechnic institute,0.6440677966101694,Rensselaer Polytechnic Institute
robinson research institute,nasa glenn research center,0.6037735849056604,NASA Glenn Research Center
rochester institute of technology,caltech institute of technology,0.8125,Caltech Institute of Technology
rochester institute of technology,kyoto institute of technology,0.8387096774193549,Kyoto Institute of Technology
rochester institute of technology,chiba institute of technology,0.8387096774193549,Chiba Institute of Technology
rochester institute of technology,harbin institute of technology,0.7936507936507936,Harbin Institute of Technology
rochester institute of technology,karlsruhe institute of technology,0.8181818181818182,Karlsruhe Institute of Technology
rollins college,dartmouth college,0.625,Dartmouth College
rose-hulman institute of technology,harbin institute of technology,0.8,Harbin Institute of Technology
rose-hulman institute of technology,chiba institute of technology,0.8125,Chiba Institute of Technology
rose-hulman institute of technology,kth royal institute of technology,0.7941176470588235,KTH Royal Institute of Technology
rose-hulman institute of technology,vellore institute of technology,0.7878787878787878,Vellore Institute of Technology
rose-hulman institute of technology,georgia institute of technology,0.7878787878787878,Georgia Institute of Technology
rutgers  the state university of new jersey,utah state university,0.625,Utah State University
rutgers  the state university of new jersey,the university of manchester,0.6197183098591549,The University of Manchester
rutgers  the state university of new jersey,the university of maine,0.6060606060606061,The University of Maine
rutgers  the state university of nj,utah state university,0.7142857142857143,Utah State University
rutgers  the state university of nj,kent state university,0.6428571428571429,Kent State University
rutgers  the state university of nj,the ohio state university,0.6666666666666666,The Ohio State University
rutgers  the state university of nj,boise state university,0.6666666666666666,Boise State University
rutgers  the state university of nj,the university of maine,0.6551724137931034,The University of Maine
rutgers university,ege university,0.8125,Ege University
rutgers university,queens university,0.8,Queen's University
rutgers university,aarhus university,0.8,Aarhus University
rutgers university,southwest university,0.7894736842105263,Southwest University
rutgers university,duke university,0.7878787878787878,Duke University
s p college,augsburg college,0.6666666666666666,Augsburg College
saint louis university,yantai university,0.6666666666666666,Yantai University
saint louis university,dalhousie university,0.7619047619047619,Dalhousie University
saint louis university,tsinghua university,0.7317073170731707,Tsinghua university
saint louis university,tohoku university,0.717948717948718,Tohoku University
saint louis university,kuwait university,0.717948717948718,Kuwait University
salvador garcia munoz eli lilly and company,eli lilly and company,0.65625,Eli Lilly and Company
samsung advanced institute of technology,karlsruhe institute of technology,0.7397260273972602,Karlsruhe Institute of Technology
samsung advanced institute of technology,siddaganga institute of technology,0.7837837837837838,Siddaganga Institute of Technology
samsung advanced institute of technology,korea advanced institute of science and technology,0.7555555555555555,Korea Advanced Institute of Science and Technology
samsung advanced institute of technology,harbin institute of technology,0.7428571428571429,Harbin Institute of Technology
samsung advanced institute of technology,indian institute of technology ropar,0.7368421052631579,Indian Institute of Technology Ropar
sandia national labs,sandia national laboratories,0.8333333333333334,Sandia National Laboratories
sandia national labs,national lab,0.75,National Lab
sandia national labs,idaho national laboratory,0.6222222222222222,Idaho National Laboratory
sandia national labs,los alamos national laboratory,0.64,Los Alamos National Laboratory
sandia national labs,argonne national laboratory,0.6382978723404256,Argonne National Laboratory
sao paulo state university,iowa state university,0.7659574468085106,Iowa State University
sao paulo state university,arizona state university,0.8,Arizona State University
sao paulo state university,south ural state university,0.7547169811320755,South Ural State University
sao paulo state university,oklahoma state university,0.7843137254901961,Oklahoma State University
sao paulo state university,colorado state university,0.7450980392156863,Colorado State University
sapienza university of rome,china university of petroleum,0.75,China University of Petroleum
sapienza university of rome,university of bremen,0.723404255319149,University of Bremen
sapienza university of rome,the university of maine,0.72,The University of Maine
sapienza university of rome,the university of akron,0.72,The University of Akron
sapienza university of rome,soka university of america,0.7169811320754716,Soka University of America
saudi aramco oil company,saudi aramco,0.6666666666666666,Saudi Aramco
saudi aramco oil company,kuwait oil company,0.6666666666666666,Kuwait Oil Company
saudi aramco oil company,hyundai motor company,0.5333333333333333,Hyundai Motor Company
savannah river nuclear solutions,savannah river national laboratory,0.6363636363636364,Savannah River National Laboratory
schlumberger-doll research,chevron research,0.6666666666666666,Chevron Research
school of chemical engineering  dalian university of technology,south china university of technology,0.6666666666666666,South China University of Technology
school of chemical engineering  dalian university of technology,dalian university of technology,0.6595744680851063,Dalian University of Technology
school of chemical engineering  dalian university of technology,eindhoven university of technology,0.5979381443298969,Eindhoven University of Technology
school of chemical engineering  dalian university of technology,clausthal university of technology,0.5979381443298969,Clausthal University of Technology
school of chemical engineering  dalian university of technology,amirkabir university of technology,0.6185567010309279,Amirkabir University of Technology
schrödinger  inc,schrödinger,0.8148148148148148,Schrödinger
shanghaitech university,louisiana tech university,0.7916666666666666,Louisiana Tech University
shanghaitech university,tunghai university,0.7804878048780488,Tunghai University
shanghaitech university,tsinghua university,0.7619047619047619,Tsinghua university
shanghaitech university,yantai university,0.75,Yantai University
shanghaitech university,hongik university,0.75,Hongik University
shaoguan university,hampton university,0.8108108108108109,Hampton University
shaoguan university,rowan university,0.8,Rowan University
shaoguan university,nihon university,0.8,Nihon University
shaoguan university,chang gung university,0.8,Chang Gung University
shaoguan university,tsinghua university,0.7894736842105263,Tsinghua university
sheffield university,shenzhen university,0.7692307692307693,Shenzhen University
sheffield university,ege university,0.7647058823529411,Ege University
sheffield university,ohio university,0.7428571428571429,Ohio University
sheffield university,lund university,0.7428571428571429,Lund University
sheffield university,shiv nadar university,0.7317073170731707,Shiv Nadar University
shell global solutions,synt solutions,0.6111111111111112,Synt Solutions
shell technical center bangalore,shell technology center,0.6909090909090909,Shell Technology Center
siemens pse,siemens,0.7777777777777778,Siemens
simons foundation,national science foundation,0.6818181818181818,National Science Foundation
singapore university of technology and design,eindhoven university of technology,0.7341772151898734,Eindhoven University of Technology
singapore university of technology and design,graz university of technology,0.7297297297297297,Graz University of Technology
singapore university of technology and design,national university of technology,0.717948717948718,National University of Technology
singapore university of technology and design,south china university of technology,0.7160493827160493,South China University of Technology
singapore university of technology and design,warsaw university of technology,0.7105263157894737,Warsaw University of Technology
singapore-mit alliance for research and technology,national institute of standards and technology,0.5,National Institute of Standards and Technology
sinopec shanghai research institute of petrochemical technology,korea institute of industrial technology,0.6601941747572816,Korea Institute of Industrial Technology
sinopec shanghai research institute of petrochemical technology,technion israel institute of technology,0.5882352941176471,Technion Israel Institute of Technology
sinopec shanghai research institute of petrochemical technology,institute of chemical technology mumbai,0.6274509803921569,Institute of Chemical Technology Mumbai
sinopec shanghai research institute of petrochemical technology,korea institute of energy technology,0.6262626262626263,Korea Institute of Energy Technology
sinopec shanghai research institute of petrochemical technology,siddaganga institute of technology,0.6185567010309279,Siddaganga Institute of Technology
sintef,sinopec,0.6153846153846154,SINOPEC
sivananthan laboratories  inc,sandia national laboratories,0.7017543859649122,Sandia National Laboratories
sivananthan laboratories inc,sandia national laboratories,0.7142857142857143,Sandia National Laboratories
sivananthan laboratories inc,idaho national laboratory,0.6037735849056604,Idaho National Laboratory
slac national accelerator laboratory,national chemical laboratory,0.6875,National Chemical Laboratory
slac national accelerator laboratory,los alamos national laboratory,0.696969696969697,Los Alamos National Laboratory
slac national accelerator laboratory,idaho national laboratory,0.6885245901639344,Idaho National Laboratory
slac national accelerator laboratory,national renewable energy laboratory,0.6666666666666666,National Renewable Energy Laboratory
slac national accelerator laboratory,argonne national laboratory,0.6666666666666666,Argonne National Laboratory
slb,ssl,0.6666666666666666,SSL
soochow university,ohio university,0.7878787878787878,Ohio University
soochow university,stockholm university,0.8421052631578947,Stockholm University
soochow university,koc university,0.8125,Koc University
soochow university,tohoku university,0.8,Tohoku University
soochow university,southwest university,0.7894736842105263,Southwest University
soongsil university,hongik university,0.8333333333333334,Hongik University
soongsil university,mcgill university,0.7777777777777778,McGill University
soongsil university,stockholm university,0.7692307692307693,Stockholm University
soongsil university,ohio university,0.7647058823529411,Ohio University
soongsil university,tunghai university,0.7567567567567568,Tunghai University
south asian university,south ural state university,0.8163265306122449,South Ural State University
south asian university,southwest university,0.8095238095238095,Southwest University
south asian university,southern arkansas university,0.8,Southern Arkansas University
south asian university,utah state university,0.7441860465116279,Utah State University
south asian university,rwth aachen university,0.7727272727272727,RWTH Aachen University
south dakota school of mines and technology,southern university of science and technology,0.6590909090909091,Southern University of Science and Technology
south dakota school of mines andtechnology,south dakota mines,0.6,South Dakota Mines
spx flow mixing solutions,synt solutions,0.6153846153846154,Synt Solutions
srnl,ornl,0.75,ORNL
st josephs college of engineering,famu-fsu college of engineering,0.75,FAMU-FSU College of Engineering
st josephs college of engineering,penn state college of medicine,0.6031746031746031,Penn State College of Medicine
state univ of new york-buffalo,state university of new york environmental science,0.6,State University of New York Environmental Science
state university of new york at buffalo,state university of new york environmental science,0.7191011235955056,State University of New York Environmental Science
state university of new york at buffalo,university at buffalo,0.7,University at Buffalo
state university of new york at buffalo,the university of texas at el paso,0.6575342465753424,The University of Texas at El Paso
state university of new york at buffalo,the university of texas at tyler,0.647887323943662,The University of Texas at Tyler
state university of new york at buffalo,university of north dakota,0.5846153846153846,University of North Dakota
state university of new york college of environmental science and forestry,state university of new york environmental science,0.8064516129032258,State University of New York Environmental Science
stevens institute of technology,vellore institute of technology,0.8387096774193549,Vellore Institute of Technology
stevens institute of technology,caltech institute of technology,0.8387096774193549,Caltech Institute of Technology
stevens institute of technology,tokyo institute of technology,0.8333333333333334,Tokyo institute of technology
stevens institute of technology,kyoto institute of technology,0.8333333333333334,Kyoto Institute of Technology
stevens institute of technology,harbin institute of technology,0.819672131147541,Harbin Institute of Technology
stf technologies llc,aspen technology inc.,0.6341463414634146,Aspen Technology Inc.
stf technologies llc,shell technology center,0.5581395348837209,Shell Technology Center
strategic energy analysis center  national renewable energy laboratory,national renewable energy laboratory,0.6792452830188679,National Renewable Energy Laboratory
suny   buffalo,suny-buffalo,0.8461538461538461,SUNY-Buffalo
suny   buffalo,university at buffalo,0.6857142857142857,University at Buffalo
susteon inc,css inc,0.6666666666666666,CSS Inc
swinburne univ of technology,hamburg university of technology,0.7333333333333333,Hamburg University of Technology
swinburne univ of technology,warsaw university of technology,0.711864406779661,Warsaw University of Technology
swinburne univ of technology,poznan university of technology,0.711864406779661,Poznan University of Technology
swinburne univ of technology,dalian university of technology,0.711864406779661,Dalian University of Technology
swinburne univ of technology,eindhoven university of technology,0.7096774193548387,Eindhoven University of Technology
swiss federal institute of materials and technology  empa,national institute of standards and technology,0.6796116504854369,National Institute of Standards and Technology
swiss federal institute of materials and technology  empa,srm institute of science and technology,0.6666666666666666,SRM Institute of Science and Technology
swiss federal institute of materials and technology  empa,korea institute of industrial technology,0.6597938144329897,Korea Institute of Industrial Technology
swiss federal institute of materials and technology  empa,institute of chemical technology mumbai,0.6458333333333334,Institute of Chemical Technology Mumbai
swiss federal institute of materials and technology  empa,indian institute of technology ropar,0.6451612903225806,Indian Institute of Technology Ropar
swiss federal laboratories for materials science and technology,missouri university of science and technology,0.5925925925925926,Missouri University of Science and Technology
syracuse university,kyushu university,0.7777777777777778,Kyushu University
syracuse university,aarhus university,0.7777777777777778,Aarhus University
syracuse university,dalhousie university,0.7692307692307693,Dalhousie University
syracuse university,duke university,0.7647058823529411,Duke University
syracuse university,trine university,0.7428571428571429,Trine University
taiyo nippon sanso corporation,eaton corporation,0.6382978723404256,Eaton Corporation
taiyo nippon sanso corporation,basf corporation,0.6086956521739131,BASF Corporation
takeda,arkema,0.6666666666666666,Arkema
takeda pharmaceuticals,janssen pharmaceuticals,0.8,Janssen pharmaceuticals
technical university berlin,technical university of denmark,0.7931034482758621,Technical University of Denmark
technical university berlin,technical university of munich,0.7719298245614035,Technical University of Munich
technical university berlin,national technical university of athens,0.696969696969697,National Technical University of Athens
technical university berlin,china university of petroleum,0.6785714285714286,China University of Petroleum
technical university berlin,american university of beirut,0.6785714285714286,American University of Beirut
technical university of darmstadt,technical university of denmark,0.84375,Technical University of Denmark
technical university of darmstadt,technical university of munich,0.7936507936507936,Technical University of Munich
technical university of darmstadt,national technical university of athens,0.7222222222222222,National Technical University of Athens
technical university of darmstadt,the university of kansas,0.7017543859649122,The University of Kansas
technical university of darmstadt,the university of utah,0.6909090909090909,The University of Utah
technische universitat dresden,technical university of denmark,0.6885245901639344,Technical University of Denmark
technische universitat dresden,technical university of munich,0.6333333333333333,Technical University of Munich
technische universitat dresden,national technical university of athens,0.6086956521739131,National Technical University of Athens
technische universitat dresden,the university of akron,0.6037735849056604,The University of Akron
technische universitat dresden,stellenbosch university,0.6037735849056604,Stellenbosch University
technische universiteit delft,technical university of denmark,0.6666666666666666,Technical University of Denmark
technische universiteit delft,technical university of munich,0.6101694915254238,Technical University of Munich
technische universiteit delft,the university of utah,0.5490196078431373,The University of Utah
technische universiteit delft,the university of tokyo,0.5384615384615384,The University of Tokyo
technische universiteit delft,stellenbosch university,0.6153846153846154,Stellenbosch University
tecmasters  inc,"mars, inc.",0.64,"Mars, Inc."
tecmasters  inc,css inc,0.6363636363636364,CSS Inc
tennessee technological university,tennessee tech university,0.847457627118644,Tennessee Tech University
tennessee technological university,nanyang technological university,0.8181818181818182,Nanyang Technological University
tennessee technological university,michigan technological university,0.7761194029850746,Michigan Technological University
tennessee technological university,texas tech university,0.6909090909090909,Texas Tech University
tennessee technological university,national technical university of athens,0.6301369863013698,National Technical University of Athens
terasaki institute,the cyprus institute,0.7368421052631579,The Cyprus Institute
texas a and m,texas aandm university,0.6285714285714286,Texas A&M University
texas aandm energy institute,texas aandm university,0.72,Texas A&M University
texas aandm energy institute,texas aandm university - corpus christi,0.6268656716417911,Texas A&M University - Corpus Christi
texas aandm energy institute,texas aandm university-kingsville,0.6885245901639344,Texas A&M University-Kingsville
texas aandm energy institute  texas aandm university,texas aandm international university,0.6818181818181818,Texas A&M International University
texas aandm university at qatar,texas aandm university,0.8301886792452831,Texas A&M University
texas aandm university at qatar,texas aandm university - corpus christi,0.6857142857142857,Texas A&M University - Corpus Christi
texas aandm university at qatar,texas aandm university-kingsville,0.6875,Texas A&M University-Kingsville
texas aandm university at qatar,texas aandm international university,0.6567164179104478,Texas A&M International University
texas aandm university at qatar,texas tech university,0.6538461538461539,Texas Tech University
texas tech university health sciences center,east china university of science and technology,0.6593406593406593,East China University of Science and Technology
texas tech university health sciences center,texas tech university,0.6461538461538462,Texas Tech University
texas tech university health sciences center,the university of manchester,0.5555555555555556,The University of Manchester
texas tech university health sciences center,southern university of science and technology,0.5842696629213483,Southern University of Science and Technology
texas transportation institute,the cyprus institute,0.52,The Cyprus Institute
the chemours company,the dow chemical company,0.7272727272727273,The Dow Chemical Company
the chemours company,dow chemical company,0.65,Dow Chemical Company
the chemours company,hyundai motor company,0.6341463414634146,Hyundai Motor Company
the chemours company,3m company,0.6,3M Company
the city college of new york,university college cork,0.6274509803921569,University College Cork
the college of wooster,medical college of wisconsin,0.64,Medical College of Wisconsin
the hong kong polytechnic university,the ohio state university,0.6557377049180327,The Ohio State University
the hong kong polytechnic university,zhejiang gongshang university,0.5846153846153846,Zhejiang Gongshang University
the hong kong polytechnic university,michigan technological university,0.5797101449275363,Michigan Technological University
the hong kong polytechnic university,texas tech university,0.631578947368421,Texas Tech University
the hong kong polytechnic university,"california state polytechnic university, pomona",0.6024096385542169,"California State Polytechnic University, Pomona"
the joint bioenergy institute,the cyprus institute,0.6122448979591837,The Cyprus Institute
the lubrizol corporation,eaton corporation,0.6829268292682927,Eaton Corporation
the lubrizol corporation,evonik corporation,0.6666666666666666,Evonik Corporation
the lubrizol corporation,basf corporation,0.65,BASF Corporation
the ohio state university wexner medical center,the ohio state university,0.6944444444444444,The Ohio State University
the scripps research institute,the cyprus institute,0.6,The Cyprus Institute
the scripps research institute,paul scherrer institute,0.6415094339622641,Paul Scherrer Institute
the university of chicago,the university of akron,0.8333333333333334,The University of Akron
the university of chicago,the university of utah,0.8085106382978723,The University of Utah
the university of chicago,the university of tokyo,0.7916666666666666,The University of Tokyo
the university of chicago,the university of maine,0.7916666666666666,The University of Maine
the university of chicago,the university of toledo,0.7755102040816326,The University of Toledo
the university of north carolina at charlotte,university of north carolina at chapel hill,0.8181818181818182,University of North Carolina at Chapel Hill
the university of north carolina at charlotte,university of south carolina,0.7123287671232876,University of South Carolina
the university of north carolina at charlotte,the university of texas at tyler,0.6493506493506493,The University of Texas at Tyler
the university of north carolina at charlotte,the university of manchester,0.6301369863013698,The University of Manchester
the university of north carolina at charlotte,university of california santa cruz,0.5,University of California Santa Cruz
the university of queensland  australia,university of western australia,0.7714285714285715,University of Western Australia
the university of queensland  australia,university of queensland,0.7619047619047619,University of Queensland
the university of queensland  australia,the university of kansas,0.6984126984126984,The University of Kansas
the university of queensland  australia,the university of utah,0.6557377049180327,The University of Utah
the university of queensland  australia,the university of manchester,0.6865671641791045,The University of Manchester
the university of tennessee knoxville,university of tennessee,0.7666666666666667,University of Tennessee
the university of tennessee knoxville,the university of toledo,0.7213114754098361,The University of Toledo
the university of tennessee knoxville,the university of sheffield,0.65625,The University of Sheffield
the university of tennessee knoxville,the university of manchester,0.6153846153846154,The University of Manchester
the university of tennessee knoxville,the university of tokyo,0.7,The University of Tokyo
the university of texas aandm,the university of texas at el paso,0.8253968253968254,The University of Texas at El Paso
the university of texas aandm,the university of texas at tyler,0.819672131147541,The University of Texas at Tyler
the university of texas aandm,university of texas at austin,0.7931034482758621,University of Texas at Austin
the university of texas aandm,the university of toledo,0.7924528301886793,The University of Toledo
the university of texas aandm,the university of utah,0.7843137254901961,The University of Utah
the university of texas at san antonio,the university of texas at el paso,0.8055555555555556,The University of Texas at El Paso
the university of texas at san antonio,the university of texas at tyler,0.8,The University of Texas at Tyler
the university of texas at san antonio,university of texas at austin,0.746268656716418,University of Texas at Austin
the university of texas at san antonio,the university of tokyo,0.6885245901639344,The University of Tokyo
the university of texas at san antonio,the university of akron,0.6885245901639344,The University of Akron
the university of trinidad and tobago o meara camp,university of trinidad and tobago,0.7951807228915663,University of Trinidad and Tobago
the university of trinidad and tobago o meara camp,the university of texas at el paso,0.5714285714285714,The University of Texas at El Paso
the university of trinidad and tobago o meara camp,the university of texas at tyler,0.6341463414634146,The University of Texas at Tyler
the university of trinidad and tobago o meara camp,university of california santa barbara,0.6136363636363636,University of California Santa Barbara
the university of trinidad and tobago o meara camp,university of science and technology of china,0.6105263157894737,University of Science and Technology of China
total s e,total s.e.,0.8421052631578947,Total S.E.
totalenergies cstjf,totalenergies,0.8125,TotalEnergies
towson university,rowan university,0.8484848484848485,Rowan University
towson university,hoseo university,0.8484848484848485,Hoseo University
towson university,brown university,0.8484848484848485,Brown University
towson university,tohoku university,0.8235294117647058,Tohoku University
towson university,ohio university,0.8125,Ohio University
toyota research institute,rensselaer polytechnic institute,0.631578947368421,Rensselaer Polytechnic Institute
toyota research institute,paul scherrer institute,0.625,Paul Scherrer Institute
trinity college dublin,university college dublin,0.8085106382978723,University College Dublin
tsinghua university  p r china,tsinghua university,0.7755102040816326,Tsinghua university
tsinghua university  p r china,tunghai university,0.6666666666666666,Tunghai University
tsinghua university  p r china,inha university,0.6666666666666666,Inha University
tsinghua university  p r china,the university of maine,0.6415094339622641,The University of Maine
tsinghua university  p r china,university of arizona,0.6274509803921569,University of Arizona
tufts university,tuskegee university,0.8,Tuskegee University
tufts university,tulane university,0.7878787878787878,Tulane University
tufts university,tohoku university,0.7878787878787878,Tohoku University
tufts university,queens university,0.7878787878787878,Queen's University
tufts university,kyushu university,0.7878787878787878,Kyushu University
u s  army,u.s. army,0.7777777777777778,U.S. Army
u s  army research laboratory,army research lab,0.7391304347826086,Army Research Lab
u s  dept  of energy,u.s. department of energy,0.7555555555555555,U.S. Department of Energy
u s  doe national energy technology laboratory,national renewable energy laboratory,0.6341463414634146,National Renewable Energy Laboratory
u s  doe national energy technology laboratory,national chemical laboratory,0.6216216216216216,National Chemical Laboratory
u s  doe national energy technology laboratory,idaho national laboratory,0.6197183098591549,Idaho National Laboratory
u s  doe national energy technology laboratory,national university of technology,0.6075949367088608,National University of Technology
u s  doe national energy technology laboratory,los alamos national laboratory,0.6052631578947368,Los Alamos National Laboratory
u s dept  of energy,u.s. department of energy,0.7727272727272727,U.S. Department of Energy
uc riverside,uc irvine,0.5714285714285714,UC Irvine
uc riverside,koc university,0.6153846153846154,Koc University
ucla henry samueli school of engineering and applied science,pakistan institute of engineering and applied sciences,0.6491228070175439,Pakistan Institute of Engineering and Applied Sciences
ues  inc,css inc,0.6666666666666666,CSS Inc
ufc - universidade federal do ceara,universidade federal de são carlos,0.782608695652174,Universidade Federal de São Carlos
ufc - universidade federal do ceara,universidade federal do rio grande do sul,0.6842105263157895,Universidade Federal do Rio Grande do Sul
ufc - universidade federal do ceara,universidade estadual de campinas,0.6764705882352942,Universidade Estadual de Campinas
ufc - universidade federal do ceara,universidade de lisboa,0.5614035087719298,Universidade De Lisboa
ufc - universidade federal do ceara,universidad de carabobo,0.5862068965517241,Universidad de Carabobo
uga,gea,0.6666666666666666,GEA
ukurhuleni water care company,hyundai motor company,0.56,Hyundai Motor Company
ulsan national institute of science and technology,srm institute of science and technology,0.8314606741573034,SRM Institute of Science and Technology
ulsan national institute of science and technology,national institute of standards and technology,0.8125,National Institute of Standards and Technology
ulsan national institute of science and technology,korean institute science and technology,0.7865168539325843,Korean Institute Science and Technology
ulsan national institute of science and technology,korea advanced institute of science and technology,0.76,Korea Advanced Institute of Science and Technology
ulsan national institute of science and technology,university of science and technology,0.6976744186046512,University of Science and Technology
uniformed services university of the health sciences,american university of the middle east,0.6,American University of the Middle East
univ  of patras and abu dhabi university,abu dhabi university,0.6666666666666666,Abu Dhabi University
univ of ar,university of ar,0.7692307692307693,University of AR
univ of ar,university of tartu,0.6896551724137931,University of Tartu
univ of ar,university of pau,0.6666666666666666,University of Pau
univ of ar,university of patras,0.6666666666666666,University of Patras
univ of ar,university of warwick,0.6451612903225806,University of Warwick
univeristy of cape town,university of dayton,0.7906976744186046,University of Dayton
univeristy of cape town,university of pretoria,0.7555555555555555,University of Pretoria
univeristy of cape town,university of iowa,0.7317073170731707,University of Iowa
univeristy of cape town,university of vermont,0.6818181818181818,University of vermont
univeristy of cape town,university of toronto,0.7272727272727273,University of Toronto
univeristy of texas at san antonio,university of texas at austin,0.7619047619047619,University of Texas at Austin
univeristy of texas at san antonio,the university of texas at el paso,0.7058823529411765,The University of Texas at El Paso
univeristy of texas at san antonio,the university of texas at tyler,0.696969696969697,The University of Texas at Tyler
univeristy of texas at san antonio,university of pannonia,0.6785714285714286,University of Pannonia
univeristy of texas at san antonio,university of texas medical branch,0.6764705882352942,University of Texas Medical Branch
universidad autonoma de mexico,universidad autónoma de sinaloa,0.819672131147541,Universidad Autónoma de Sinaloa
universidad autonoma de mexico,universidad autónoma de san luis potosí,0.7246376811594203,Universidad Autónoma de San Luis Potosí
universidad autonoma de mexico,universidad nacional de colombia,0.7096774193548387,Universidad Nacional de Colombia
universidad autonoma de mexico,university of new mexico,0.7037037037037037,University of New Mexico
universidad autonoma de mexico,universidad san francisco de quito,0.625,Universidad San Francisco de Quito
universidad autónoma metropolitana -iztapalapa,universidad autónoma de sinaloa,0.6753246753246753,Universidad Autónoma de Sinaloa
universidad autónoma metropolitana -iztapalapa,universidad autónoma de san luis potosí,0.5882352941176471,Universidad Autónoma de San Luis Potosí
universidad autónoma metropolitana unidad iztapalapa,universidad autónoma de sinaloa,0.6265060240963856,Universidad Autónoma de Sinaloa
universidad autónoma metropolitana unidad iztapalapa,universidad mariana de pasto,0.6,Universidad Mariana de Pasto
universidad de chile,universidade de lisboa,0.7619047619047619,Universidade De Lisboa
universidad de chile,universidad de carabobo,0.7441860465116279,Universidad de Carabobo
universidad de chile,universidad del atlántico,0.7111111111111111,Universidad del Atlántico
universidad de chile,universidad de guanajuato,0.6666666666666666,Universidad de Guanajuato
universidad de chile,universidad autónoma de sinaloa,0.6666666666666666,Universidad Autónoma de Sinaloa
universidad de ingeniería y tecnología,universidad autónoma de sinaloa,0.6086956521739131,Universidad Autónoma de Sinaloa
universidad de ingeniería y tecnología,universidad de guanajuato,0.6031746031746031,Universidad de Guanajuato
universidad de ingeniería y tecnología,universidade de lisboa,0.5666666666666667,Universidade De Lisboa
universidad de los andes,universidade de lisboa,0.782608695652174,Universidade De Lisboa
universidad de los andes,universidad del atlántico,0.7346938775510204,Universidad del Atlántico
universidad de los andes,universidad de las americas puebla,0.7241379310344828,Universidad de las Americas Puebla
universidad de los andes,universidad de guanajuato,0.6938775510204082,Universidad de Guanajuato
