mapped,count,label,latitude,longitude,top_authors
the university of oklahoma,6,The University of Oklahoma,35.47989685,-97.49737655,Gabriel Barbosa; Eduarda Barros de Oliveira
the university of southern mississippi,6,The University of Southern Mississippi,30.3528503,-89.1377831,Anthony Griffin; Paul Smith
mork family department of chemical engineering and materials science  university of southern california,6,mork family department of chemical engineering and materials science  university of southern california,,,Mohammad Bazmi; Farnaz Tabarkhoon
artie mcferrin department of chemical engineering  texas aandm university,6,artie mcferrin department of chemical engineering  texas aandm university,,,Ifeoluwa Babalola; Swaminathan Sundar
università degli studi di padova,6,Università degli Studi di Padova,45.4066496,11.8774407,Silvia Pelucchi
dow chemical company,6,Dow Chemical Company,54.5856558,-1.23670675,Dinesh Kumar; Shashank Kamdar; Saket Sanjay Bhargava
dow inc.,6,Dow Inc.,14.4495397,120.9957662,Hulusi Turgut; David Steelman; Yujun Liu
simons foundation,6,simons foundation,,,Ella King
tonkomo llc,6,tonkomo llc,,,Anna Lee Tonkovich; Eric Daymo
u s  army,6,u s  army,,,Trenton Tovar
u s  army devcom chemical biological center,6,u s  army devcom chemical biological center,,,David Garcia
u s  dept  of energy,6,u s  dept  of energy,,,Steven Rowan; Jared Ciferno
sapienza university of rome,6,sapienza university of rome,,,Valentina Biagioni; Maria Anna Murmura
sartorius stedim north america inc,6,sartorius stedim north america inc,,,Yuji Takeda; Samin Akbari
school for engineering of matter  transport  and energy  arizona state university,6,school for engineering of matter  transport  and energy  arizona state university,,,Jordan Monroe
shell international exploration and production  inc,6,shell international exploration and production  inc,,,Ram Ratnakar
shenzhen university,6,Shenzhen University,22.5359022,113.9314749,Guangliang Liu
sabic,6,Sabic,37.9068688,-87.9283382,Maria Soliman; Nicolas Goyheneix; Sreekanth Pannala
iit kharagpur,6,IIT Kharagpur,22.3144275,87.310392,Rahul Kumar; Narendra Singh Choudhary
national energy technology lab,6,national energy technology lab,,,Chung Shih
university of tennessee  knoxville,6,university of tennessee  knoxville,,,Mi Li; S Michael Kilbey; Stina Daniel
university of texas at san antonio,6,university of texas at san antonio,,,Gabriel Garibaldi; Gongchen Sun; Erin McNeill
university of wisconsin   madison,6,university of wisconsin   madison,,,Wenjia Wang
sanofi,6,Sanofi,47.4296449,0.6951806,Lingyun Liu; Abhishek Paul; Indu Muthancheri
ucb pharma s.a.,6,UCB Pharma S.A.,50.6918016,4.3405796,Efty Hadjittofis
dartmouth college,6,Dartmouth College,43.69147315,-72.2763655,Yunjia Zhang; Wenlin Zhang
renewable resources and enabling sciences center  national renewable energy laboratory,6,renewable resources and enabling sciences center  national renewable energy laboratory,,,Hyunjin Moon
rkgmixes llc,6,rkgmixes llc,,,Richard Grenville
rutgers,6,Rutgers,40.5204169,-74.4645303,Ali Ukperaj; Maria Tomassone
department of chemical engineering  college of engineering  king khalid university  abha 61411  saudi arabia,6,department of chemical engineering  college of engineering  king khalid university  abha 61411  saudi arabia,,,Basem Al Alwan
universidad de los andes,6,universidad de los andes,,,Johan Leon; Nicolas Iglesias Giraldo
universidad nacional autónoma de méxico,6,universidad nacional autónoma de méxico,,,Norma A. Valdez-Cruz; Mauricio A. Trujillo-Roldán
netherlands organisation for applied scientific research  tno,6,netherlands organisation for applied scientific research  tno,,,Dirk van den Bekerom
new mexico tech,6,New Mexico Tech,34.0662339,-106.9110595,Xuan Pham; Jonathan Logan; Jiyue Wu
hebei university of science and technology,6,Hebei University of Science and Technology,37.9774255,114.5156097,Ahsan ul haq Qurashi; Abdallah S. Berrouk
bascat - unicat basf jointlab - tu berlin,6,bascat - unicat basf jointlab - tu berlin,,,Emre Turan
baylor university,6,Baylor University,31.550434,-97.1102906,Min Pack; Riley Choquette
bipc,6,BIPC,30.435736,49.1063427,Michael Stephenson
hovione farmaciência s a,6,hovione farmaciência s a,,,Ines Rocha; Maria Paisana
university college dublin,6,University College Dublin,53.32253315,-6.237669275,Sergio Carrillo De Hert; Entvin Mamo; Nethraa Kannan
university of alabama in huntsville,6,University of Alabama in Huntsville,34.70024513333333,-86.65110853333334,Agnieszka Truszkowska; David Harris
university of bologna,6,University of Bologna,44.4982886,11.354457,Carla Maggetti; Sara Giancaterino; Cristiana Boi
institution,6,Institution,0.3120733,32.58589165,Kangseop Kim; Hyeone Lee
porton usa,6,porton usa,,,Jian Wang; Yuriy Abramov
posco holdings,6,posco holdings,,,Younghun Kim; Gihun Kwon
postech,6,postech,,,Youngbi Kim
german aerospace center,6,German Aerospace Center,50.8532848,7.124659,Martin Roeb; Holger Huck
gilead sciences,6,Gilead Sciences,48.85183275,2.2433118,Elizabeth Horstman; Apoorva Nisal
"university of california, merced",6,"University of California, Merced",37.365182,-120.4225275,Bin Liu; Anand B. Subramaniam
university of canterbury,6,University of Canterbury,-43.5240894,172.5803004,Matthew Watson
chemical engineering department  faculty of engineering  cairo university,6,chemical engineering department  faculty of engineering  cairo university,,,Amr Abdelghany
chemical engineering department  universidad michoacana de san nicolás de hidalgo,6,chemical engineering department  universidad michoacana de san nicolás de hidalgo,,,Francisco Javier López Flores; Cesar Ramírez-Márquez
city college of new york,6,city college of new york,,,Lane Gilchrist; Blerina Sehitaj; Binh Nguyen
city college of new york  cuny,6,city college of new york  cuny,,,Darjan Podbevšek
pfizer healthcare india pvt ltd,6,pfizer healthcare india pvt ltd,,,Santhosh Seshadhri
hitachi energy germany ag,6,hitachi energy germany ag,,,Iiro Harjunkoski
hongik university,6,Hongik University,37.56100883333333,126.98620790666668,Gebremedhn Gebremichael; Donghyeon Lee
boston university,6,boston university,,,Robert A. Brown; Erica Pratt
university of pau,6,University of Pau,43.3146145,-0.3653306,Juan Heringer; Dan Vladimir Nichita
aveva,6,Aveva,51.1031262,16.9450607,Bruna Giron; Jesse Williamson; Mike Donahue
physical sciences inc.,6,Physical Sciences Inc.,42.695935,-71.2056261,Emily Gonzales
pohang university of science and technology,6,Pohang University of Science and Technology,36.0180795,129.3208556,Sujin Kim; ByeongJo Shim
university of illinois urbana champaign,6,university of illinois urbana champaign,,,Anaira Roman Santiago; Antonia Statt
university of innsbruck,6,University of Innsbruck,47.2633159,11.3844733,Christian Wachsmann; Julia Amplatz
chang gung university,6,Chang Gung University,25.03767115,121.40532285,Tesfalem Atsbha; Si-Han Peng
california state university long beach,6,California State University Long Beach,33.795004199999994,-118.12481125,Yu Yang; Chengyan Ye
california state university-bakersfield,6,California State University-Bakersfield,35.3493892,-119.1033969,Zhongzhe Liu; Liaosha Song
carbon america,6,carbon america,,,Jonathan Stickel
carbotech ac gmbh,6,carbotech ac gmbh,,,Aleksandra Marcinek
heriot-watt university,6,Heriot-Watt University,55.93115233333333,-3.2497418,Peter Cummings; Ahmed Salem
university of liverpool,6,University of Liverpool,53.4072429,-2.9658337,Isaiah Borne
university of maribor,6,University of Maribor,46.5592325,15.6432937,Jan Puhar; Annamaria Vujanović
northern arizona university,6,northern arizona university,,,Adam Sjolund; Stephano Sinyangwe
obafemi awolowo university,6,Obafemi Awolowo University,7.5204371,4.5233004,Oludare J. Odejobi
old dominion university,6,Old Dominion University,36.8862699,-76.3097248,Isamu Umeda; Sandeep Kumar
air products,6,Air Products,51.1543176,3.7897645,Roger D. Whitley; Gaurab Samanta
worley group,6,worley group,,,Avinashkumar Karre
villanova university,6,Villanova University,40.0367774,-75.3420233,Christopher Kitchens; Robert Hanes; Zuyi Huang
vishwamitra research institute,6,vishwamitra research institute,,,Urmila Diwekar
volkswagen group of america,6,volkswagen group of america,,,Hendrik Mainka
alexandria university,6,alexandria university,,,Mayar Tarek
waseda university,6,waseda university,,,Masahiko Matsukata; Motomu Sakai
takeda pharmaceuticals,6,takeda pharmaceuticals,,,Chris Lowe; Braden Chiulli; Jay Gandhi
kangwon national university,6,Kangwon National University,37.8672582,127.7447487,Seung-Soo Kim; Sanjit Gaikwad
abu dhabi university,6,Abu Dhabi University,24.3665244,54.5647253,Ioannis Zuburtikudis
3p instruments,6,3P Instruments,32.9301854,-96.7519165,Joe Domingue; Sebastian Ehrling
6786963773,4,6786963773,,,Dina Gadalla
a star,4,a star,,,Boon Siong Neo
aaas nsf,4,aaas nsf,,,Andrew W. Tricker
aalborg university,4,Aalborg University,57.0159071,9.9753082,Tanmay Chaturvedi
uw madison,4,uw madison,,,Prajakta Dongre
usda forest products laboratory,4,usda forest products laboratory,,,Prajakta Dongre
kaneka corporation,4,kaneka corporation,,,Yasuhiro Sumi
jsol corporation,4,jsol corporation,,,Hiroya Nitta
johnson screens  inc,4,johnson screens  inc,,,Gene Eberhardt; Kevin Chase
jiangnan university,4,Jiangnan University,31.4851218,120.2673352,Qiang Wang
zhejiang huakang pharmaceutical co   ltd,4,zhejiang huakang pharmaceutical co   ltd,,,Mian LI
zhejiang gongshang university,4,Zhejiang Gongshang University,30.2874377,120.1319505,Xin Zhang
yusuf hamied department of chemistry  university of cambridge,4,yusuf hamied department of chemistry  university of cambridge,,,Jiyizhe Zhang
technical university of darmstadt,4,technical university of darmstadt,,,Danny Stark
tamuq,4,tamuq,,,Suhde Makki
takeda pharmaceutical company limited,4,takeda pharmaceutical company limited,,,Michael Skoumal; Zoe Horton
veranova,4,veranova,,,Ankur Kapil
ventus therapeutics,4,ventus therapeutics,,,Nate Abraham
vaccine production program  nih niaid,4,vaccine production program  nih niaid,,,Sean Mack
air force research laboratory,4,air force research laboratory,,,Arthur Sloan; Anesia Auguste
2  spx flow mixing solutions,4,2  spx flow mixing solutions,,,Jason J. Giacomelli
osaka gas chemicals  co   ltd,4,osaka gas chemicals  co   ltd,,,Yasuyuki Yamane
origin materials,4,origin materials,,,Ben Freireich
ocean college zhejiang university,4,ocean college zhejiang university,,,Jiwei Chen
northumbria university,4,Northumbria University,54.979120575,-1.610900125,Ben Xu; Qiumei Jing
institute for protein design,4,institute for protein design,,,Linna An
institute for basic science,4,institute for basic science,,,Hongjun Park
institut charles gerhardt montpellier  université de montpellier  cnrs  enscm 34293,4,institut charles gerhardt montpellier  université de montpellier  cnrs  enscm 34293,,,Guillaume Maurin
innovation center - abu dhabi  siemens energy llc,4,innovation center - abu dhabi  siemens energy llc,,,Ali A. Alnajjar
lyten,4,Lyten,47.7747446,8.5758347,Kumar Bugga
louisiana tech university,4,Louisiana Tech University,32.526106,-92.6481217,Yang Xiao
chemical and biological engineering  iowa state university,4,chemical and biological engineering  iowa state university,,,Onyeka Onyenemezu
higher collages of technology,4,higher collages of technology,,,Abdelsalam Efhaima
hiden isochema,4,hiden isochema,,,Darren Broom
university of notredame southbend,4,university of notredame southbend,,,Vivek Yadav
university of north carolina at chapel hill,4,University of North Carolina at Chapel Hill,35.9050353,-79.0477533,Erina Baynojir Joyee; Matthew Ryen Lockett
university of nebraska lincoln,4,university of nebraska lincoln,,,Edward Stone; Simon Johnson
carnegie institution for science,4,carnegie institution for science,,,Neda Fakhimi
cape breton university,4,Cape Breton University,46.1679892,-60.0905367,Muhammad Jujuly
lakril technologies corporation,4,lakril technologies corporation,,,Christopher Nicholas
graz university of technology,4,Graz University of Technology,47.0494299,15.441566266666667,Max Vogi; Rafaela Greil
pando bioscience,4,pando bioscience,,,Will Cao
oxy low carbon ventures,4,oxy low carbon ventures,,,Robert Zeller
centro de investigação de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,4,centro de investigação de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,,,Adriano Henrique; Lucas Zafanelli
center of excellence for aerospace particulate emissions reduction research missouri sandt  65409,4,center of excellence for aerospace particulate emissions reduction research missouri sandt  65409,,,Godwin Ogbuehi
university of iowa aiche student chapter,4,university of iowa aiche student chapter,,,Riley Coulter; Anna Blobaum
university of illinois,4,University of Illinois,40.094607692857146,-88.21349916428572,Bahadir Rusen Argun
university of hawaiʻi at mānoa,4,University of Hawaiʻi at Mānoa,21.2982795,-157.8186932,Chrisy Xiyu Du
university of guelph,4,University of Guelph,43.5327864,-80.2249974,Manjusri Misra; Amar K. Mohanty
university of erlangen-nuremberg,4,university of erlangen-nuremberg,,,Wolfgang Peukert
university of engineering and technology lahore,4,University of Engineering and Technology Lahore,31.4631818,73.2543186,Sadiya Mushtaq
clariant corporation,4,clariant corporation,,,Vladimir Fridman; Morgan Engelmeyer
polish academy of sciences,4,polish academy of sciences,,,Karol Makuch
pnnl,4,pnnl,,,Busra Dereli
university of pretoria,4,University of Pretoria,-25.73856225,28.1983628,Michael Daramola
university of oregon,4,University of Oregon,44.0444197,-123.0717603,Danielle Benoit; Paul Kempler
university of nottingham,4,University of Nottingham,52.9366805,-1.1851735666666667,Agnes Anuka
broad institute of mit and harvard,4,broad institute of mit and harvard,,,Allen Jiang
brewer science  inc,4,brewer science  inc,,,Walter Barnes; Zhiqiang Fan
boehringer ingelheim pharmaceuticals  inc,4,boehringer ingelheim pharmaceuticals  inc,,,Na Yao
noritake co  ltd,4,noritake co  ltd,,,Gopinathannair Madhavikutty Anilkumar
njit,4,njit,,,Nicole Szponar; Mason Brown
hovione farmaciencia s a,4,hovione farmaciencia s a,,,Patricia Cruz
hoseo university,4,Hoseo University,36.7352819,127.0757053,InSoung Chang
hkust,4,hkust,,,Yoonseob Kim
chiba institute of technology,4,Chiba Institute of Technology,35.6888667,140.0211756,Kazuhiko Nishi; Yoshimitsu Uemura
crystallization design institute  molecular sciences research center  university of puerto rico,4,crystallization design institute  molecular sciences research center  university of puerto rico,,,Torsten Stelzer
precision combustion  inc,4,precision combustion  inc,,,Hani Hawa
politecnico di milano,4,Politecnico di Milano,45.0468832,9.7030881,Matteo Maestri; Enrico Tronconi
interdisciplinary research center for membranes and water security  king fahd university of petroleum and minerals,4,interdisciplinary research center for membranes and water security  king fahd university of petroleum and minerals,,,Umer Zahid
instituto de desarrollo tecnológico para la industria química  intec,4,instituto de desarrollo tecnológico para la industria química  intec,,,Diana Estenoz
institution los alamos national laboratory,4,institution los alamos national laboratory,,,Agnese Marcato
koch institute for integrative cancer research,4,koch institute for integrative cancer research,,,Namita Nabar
king khalid university,4,king khalid university,,,Mohammed Almesfer
key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology,4,key laboratory of coal gasification and energy chemical engineering of ministry of education  shanghai engineering research center of coal gasification  east china university of science and technology,,,Liang Zhang; Shicheng Wang
kbc advanced technologies inc,4,kbc advanced technologies inc,,,Wajid Shaik; Ghoncheh Rasouli
columbia univeresity,4,columbia univeresity,,,Farid Khoury
recibiopharm,4,recibiopharm,,,Busuyi Adebayo; Marianna Sofman
procter and gamble,4,Procter and Gamble,53.5273241,-2.7604531,Ashlesha Tiple
colombian petroleum institute   ecopetrol s a,4,colombian petroleum institute   ecopetrol s a,,,Ariel Uribe-Rodriguez
university college dublin  ireland,4,university college dublin  ireland,,,Mriganka Mondal
university of surrey,4,University of Surrey,51.2430782,-0.5900545,Madeleine Bussemaker
bms,4,BMS,42.7675202,12.7515343,Rachel Janes
biosystem and agricultural engineering  university of kentucky,4,biosystem and agricultural engineering  university of kentucky,,,Gary Lopez
avnos  inc,4,avnos  inc,,,JR Johnson
new york university tandon school of engineering,4,new york university tandon school of engineering,,,Kiana Bahrami
national science foundation,4,National Science Foundation,6.9049547,79.8701128,Steven Peretti; Jeanne VanBriesen
national laboratory astana  nazarbayev university,4,national laboratory astana  nazarbayev university,,,Munziya Abutalip
national institutes of health,4,National Institutes of Health,39.0000142,-77.1040039,Zack Jarin
national institute of standards and technology center for neutron research,4,national institute of standards and technology center for neutron research,,,Kelsi M. Rehmann
university college cork,4,University College Cork,51.8947384,-8.4903073,Daniel Casaban Padrino
university at buffalo  state university of new york,4,university at buffalo  state university of new york,,,Sriram Neelamegham
universite catholique de louvain,4,Universite Catholique de Louvain,50.84135353333334,4.3945249,Geoffroy Hautier
universiry college london,4,universiry college london,,,Aurora Cavaliere
universidade federal de são carlos,4,Universidade Federal de São Carlos,-21.9834422,-47.8806644,Francisco Murilo Tavares de Luna
universidad industrial de santander,4,Universidad Industrial de Santander,7.1409311,-73.1198652,Giovanni Morales Medina
universidad del atlántico,4,Universidad del Atlántico,25.9764525,-98.0792578,Martin Guerrero
department of chemical engineering  massachusetts institute of technology,4,department of chemical engineering  massachusetts institute of technology,,,Chuangchuang Cao
department of chemical and biomolecular engineering  university of california  irvine,4,department of chemical and biomolecular engineering  university of california  irvine,,,Tharini Siddappa
department of chemical and biomolecular engineering  lehigh university,4,department of chemical and biomolecular engineering  lehigh university,,,Zeyuan Sun; Haoze Ren
department of biochemistry  university of illinois at urbana-champaign,4,department of biochemistry  university of illinois at urbana-champaign,,,Yuwei Pan
rti international,4,rti international,,,Katy Jessop
retired,4,retired,,,David Judbarovski
refinity,4,Refinity,14.5734072,121.0591387,Ignasi Palou Rivera
dastur energy  inc,4,dastur energy  inc,,,Soukarsa Das
univ of ar,4,univ of ar,,,Jackson Black
ulsan national institute of science and technology,4,ulsan national institute of science and technology,,,Changgwon Choe
uin sunan kalijaga yogyakarta,4,UIN sunan kalijaga yogyakarta,-7.7857048,110.3942909,Didik Krisdiyanto
uctm,4,UCTM,42.6587444,23.3571228,Chavdar Chilev
ucsd  nanoengineering department,4,ucsd  nanoengineering department,,,Kaibiao Wang
uconn,4,uconn,,,Venkatraman Nagarajan
samsung electronics,4,samsung electronics,,,Dong-Wook Kim
forest products laboratory,4,forest products laboratory,,,Qiangu Yan
university of vermont,4,University of vermont,44.4737365,-73.1941468,Omid Sedighi; Monireh Dehabadi
university of the witwatersrand,4,University of the Witwatersrand,-26.1888766,28.0247912,Neil Stacey
university of texas rio grande valley,4,University of Texas Rio Grande Valley,26.3071534,-98.1728187,Jikai Zhao
university of tennessee-oak ridge innovation institute,4,university of tennessee-oak ridge innovation institute,,,Dwaipayan Dasgupta
university of tennessee-knoxville,4,university of tennessee-knoxville,,,Yunxuan Wang
iitb,4,iitb,,,Madhulika Narayan
iit-jammu,4,iit-jammu,,,Monika Kumari
iit roorkee,4,iit roorkee,,,Rajeev Ranjan
iit mumbai,4,iit mumbai,,,Venkata Subrahmanyam Nistala
iff,4,IFF,-29.6934704,-53.7929766,Jin Zhao
human-centered sensing laboratory  eth zurich,4,human-centered sensing laboratory  eth zurich,,,Andreas Güntner
florida agricultural and mechanical university,4,florida agricultural and mechanical university,,,Simeon Newman
figure 8 environmental,4,figure 8 environmental,,,Ken Tasaki
federal university of agriculture,4,federal university of agriculture,,,Enock Dare
fda,4,FDA,6.0819016,-8.1441751,Kanny Wan; Huiquan Wu
fau erlangen-nürnberg,4,FAU Erlangen-Nürnberg,49.6015012,11.0176956,Pierre Cautaerts
saint louis university main campus - parks college of engineering  aviation and technology,4,saint louis university main campus - parks college of engineering  aviation and technology,,,Kevin Noonan; Danahe Marmolejo
shaoguan university,4,shaoguan university,,,Weidong Lu
schrödinger  inc,4,schrödinger  inc,,,Andrea Browning
school of chemical and biomolecular engineering  georgia institute of technology,4,school of chemical and biomolecular engineering  georgia institute of technology,,,Jacob Sweet
schlumberger  genvia,4,schlumberger  genvia,,,Nurlan Azizli
tuskegee university,4,Tuskegee University,32.4301095,-85.7067335,Shahryar Jafarinejad
tu graz,4,tu graz,,,Lukas Maier; Michael Mitterlindner
tu dortmund university,4,TU Dortmund University,51.4914844,7.4122739,Gabriele Sadowski
tsinghua university  p r china,4,tsinghua university  p r china,,,Shuairen Qian; Ruiqi Du
tokyo university of agriculture and technology,4,Tokyo University of Agriculture and Technology,35.699409,139.5184397,Tetsuya Wada
tianjin university,4,Tianjin University,39.1072533,117.1778919,Xiaohua Ma; Michael Guiver
sintef industry,4,sintef industry,,,Shreenath Krishnamurthy
siemens,4,Siemens,45.7918775,24.0933759,Arman Raoufi
dr  vishwanath karad mit world peace university,4,dr  vishwanath karad mit world peace university,,,Shravani Gajendragad; Vivek Chakraborty
uppsala university,4,Uppsala University,59.8576363,17.6294616,Alexandra Teleki
uofa,4,uofa,,,Shang Jiang
université de sherbrooke,4,Université de Sherbrooke,45.374731,-71.9303566,Esma Ines Achouri; Nicolas Abatzoglou
asu,4,asu,,,Jared Nettles
arkansas state university,4,Arkansas State University,35.8447472,-90.6726256,Jianfeng Xu
mstar cfd,4,mstar cfd,,,Eric E. Janz
montana state university-northern,4,Montana State University-Northern,48.5412308,-109.6853331,Emmanuel U. Osuagwu
ming chi university of technology,4,ming chi university of technology,,,Chao-Lin Liu
mid-atlantic technology  research and innovation center,4,mid-atlantic technology  research and innovation center,,,John Dever
mic monitor  llc,4,mic monitor  llc,,,Chelsea Monty-Bromer
merck,4,Merck,36.935832,140.8428371,Hong Wei
arba minch university,4,Arba Minch University,6.0659447,37.5600365,Haftu Alemayehu
aramco americas,4,aramco americas,,,John Yang
donald danforth plant science center,4,donald danforth plant science center,,,Kong Wong
doe netl,4,doe netl,,,Ping Wang
division of energy and environment technology  kist school  university of science and technology,4,division of energy and environment technology  kist school  university of science and technology,,,Nurul Fuadi Pratiwi Sulaiman
the university of trinidad and tobago o meara camp,4,the university of trinidad and tobago o meara camp,,,Festus Addo-Yobo
the university of queensland  australia,4,the university of queensland  australia,,,Deepti Mishra
the university of manchester,4,The University of Manchester,51.5723682,-1.3114537,Mohammed Alsubeihi
the hong kong polytechnic university,4,the hong kong polytechnic university,,,JIanyu Guan; Shao-Yuan Leu
the cooper union,4,the cooper union,,,Jared Sealy; Isha Dave
"the chinese university of hong kong, shenzhen",4,"The Chinese University of Hong Kong, Shenzhen",22.6910685,114.207366,Qi Zhang
ege university,4,Ege University,38.4556928,27.2281857,Meltem Turan
ewha womens university,4,ewha womens university,,,Yewon Kim
evonik nutrition and care gmbh,4,evonik nutrition and care gmbh,,,Owen P. Jappen
epixc,4,epixc,,,Michael Baldea
engineers india limited,4,engineers india limited,,,Sirshendu Guha
sub-zero group  inc,4,sub-zero group  inc,,,Anderson Bortoletto
state university of new york at buffalo,4,state university of new york at buffalo,,,Justin Bassett
st josephs college of engineering,4,st josephs college of engineering,,,Swetha .
ssl,4,SSL,38.95224,-7.67603,Howard Stamato
suny esf,4,suny esf,,,Shijie Liu; Antonio Franco Aguado
suny   buffalo,4,suny   buffalo,,,Amit Goyal
exactmer limited,4,exactmer limited,,,Zhiwei Jiang
yonsei university,4,yonsei university,,,Yongmin Lee; Byungchan Han
m-star simulations,4,m-star simulations,,,John Thomas
institute of zhejiang university-quzhou,4,institute of zhejiang university-quzhou,,,Zheng Yang; Jintang Duan
institute of chemical technology mumbai,4,Institute of Chemical Technology Mumbai,19.0239129,72.8587665,Aniruddha Kulkarni
institute for the development of energy for african sustainability,4,institute for the development of energy for african sustainability,,,Joshua Gorimbo
warsaw university of technology,4,Warsaw University of Technology,52.2297165,21.0127888,Sabina Wilkanowicz
ansys,4,ansys,,,Hossam Metwally; Luke Munholand
andrews university,4,Andrews University,41.9696627,-86.3633155,Hyun Kwon
indian institute of technology bhu varanasi,4,Indian Institute of Technology (BHU) Varanasi,25.2621544,82.9925896,Madhumita Priyadarsini
indian   institute of science education and research  bhopal,4,indian   institute of science education and research  bhopal,,,Mahesh Manikantan Sandhya
imperial college london  south kensington,4,imperial college london  south kensington,,,Eleni Chatzilakou
us army engineer research and development center,4,us army engineer research and development center,,,Jesse Roberts
e2h2nano  llc,4,e2h2nano  llc,,,Shoujie Ren
laboratório associado para a sustentabilidade e tecnologia em regiões de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,4,laboratório associado para a sustentabilidade e tecnologia em regiões de montanha   instituto politécnico de bragança  campus de santa apolónia  5300-253,,,Adriano Henrique
kyushu university,4,Kyushu University,33.6707768,130.4444986,Masahiro Goto
kyungpook national university,4,Kyungpook National University,35.8905697,128.6108553,Hyungseok Nam
krict,4,krict,,,Jinju Lee
iso iec joint technical committee - quantum technologies,4,iso iec joint technical committee - quantum technologies,,,Austin Lin
international institute for nanotechnology,4,international institute for nanotechnology,,,Jin Huang
terasaki institute,4,terasaki institute,,,Alireza Hassani Najafabadi
tecnologico nacional de mexico campus aguascalientes,4,tecnologico nacional de mexico campus aguascalientes,,,Sinue Arnulfo Tovar-Ortiz
aarhus university,2,Aarhus University,56.1670905,10.2026177,Raffaele Cheula
advanced cooling technologies  inc,2,advanced cooling technologies  inc,,,Robin Pham
worldwide research and development  pfizer inc,2,worldwide research and development  pfizer inc,,,Marta Moreno Benito
worldwide research and development  pfizer products india pvt ltd,2,worldwide research and development  pfizer products india pvt ltd,,,Pankaj Doshi
xian jiaotong university,2,Xi'an Jiaotong University,34.249322799999995,108.98010896666666,Menglin Liu
yamaguchi university,2,yamaguchi university,,,Kenichiro Tanoue
alexandria university and egyptian russian university,2,alexandria university and egyptian russian university,,,E. Khamis
alice - associate laboratory in chemical engineering  faculty of engineering  university of porto,2,alice - associate laboratory in chemical engineering  faculty of engineering  university of porto,,,Paulo Carmo
inga group,2,Inga Group,-4.3516961,15.2829802,Juan Inga
indian institute of technology kharagpur kharagpur,2,indian institute of technology kharagpur kharagpur,,,Puspendu Sardar
indian institute of technology guwahati,2,Indian Institute of Technology Guwahati,26.1924787,91.6946357,Janaki Komandur
independent consultant,2,Independent Consultant,-34.4437431,147.5365095,Xiangwei Liu
mcgill university,2,McGill University,45.506875,-73.5790704,Christopher Moraes
maynooth university,2,Maynooth University,53.3846374,-6.6030523,Rupa Kasturi Palanisamy
max-planck-institute for dynamics of complex technical systems,2,max-planck-institute for dynamics of complex technical systems,,,Ju Weon Lee
max planck institute for dynamics of complex technical system,2,max planck institute for dynamics of complex technical system,,,Serena Guzzo
matrix sensors  inc,2,matrix sensors  inc,,,Jessica Moreton
yantai university,2,Yantai University,37.4335887,121.5165087,Yupeng Du
us doe national energy technology laboratory,2,us doe national energy technology laboratory,,,Ali Sekizkardes
université de lorraine,2,université de lorraine,,,Maria Cares
université claude bernard lyon i,2,université claude bernard lyon i,,,Melaz Tayakout-Fayolle
university of wisconsin-milwaukee,2,University of Wisconsin-Milwaukee,43.0742429,-87.8896416,Junjie Niu
armi biofab usa,2,armi biofab usa,,,Jennifer Macdonald
arish university and egyptian russian university,2,arish university and egyptian russian university,,,Ahmed Mahmoud
taiyo nippon sanso corporation,2,taiyo nippon sanso corporation,,,Kazutoshi Ishizaki
syntegon technology gmbh,2,Syntegon Technology GmbH,48.823336,9.2939815,Thomas Brinz
swinburne univ of technology,2,swinburne univ of technology,,,Richard Sadus
sutro biopharma,2,sutro biopharma,,,Vikas Patil
suncat center for interface science and catalysis  slac national accelerator laboratory,2,suncat center for interface science and catalysis  slac national accelerator laboratory,,,Michael Tang
exxonmobil technology and engineering,2,exxonmobil technology and engineering,,,Peter Ravikovitch
exxonmobil chemical company,2,exxonmobil chemical company,,,Andrea Wight
exxon mobil research and engineering,2,exxon mobil research and engineering,,,Jason McMullan
easyxafs,2,easyxafs,,,Paul Aronstein
laboratoire réactions et génie des procédés  université de lorraine  cnrs,2,laboratoire réactions et génie des procédés  université de lorraine  cnrs,,,Alex Lemarinel
kyoto institute of technology,2,Kyoto Institute of Technology,35.00920706666667,135.77106473333333,Yoichi Kumada
kumamoto university,2,Kumamoto University,32.8164178,130.7270397,Armando Quitain
koreatech,2,KOREATECH,36.7635507,127.281751,Taeyong Kim
israel institute of technology technion,2,israel institute of technology technion,,,Friederike Jentoft
international maritime college oman,2,international maritime college oman,,,Jimoh Adewole
international flavors and fragrances,2,International Flavors & Fragrances,40.4630253,-88.3841974,Keisha Wilson McDowell
digital medicines manufacturing  loughborough university,2,digital medicines manufacturing  loughborough university,,,Jiaxu Liu
the university of texas at san antonio,2,the university of texas at san antonio,,,Pearl Martisek
the university of texas at el paso,2,The University of Texas at El Paso,31.7757047,-106.5062875,Zachary Chanoi
the chemours company,2,the chemours company,,,Christian Jungong
engineering science,2,engineering science,,,Yihao Huang
energy and environmental research center,2,energy and environmental research center,,,Zahra Finnigan
embry-riddle aeronautical university,2,embry-riddle aeronautical university,,,Marwa El-Sayed
